,Name,Address,Location,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,Explanation,Min_Price($),Max_Price($)
2991,Albert 1er,"Hameau Albert 1er, 38 route du Bouchet, Chamonix-Mont-Blanc, 74400, France",Chamonix-Mont-Blanc,85.0,176.0,EUR,Classic Cuisine,6.8739886,45.9249264,33450530509,https://guide.michelin.com/en/auvergne-rhone-alpes/chamonix-mont-blanc/restaurant/albert-1er,http://www.hameaualbert.fr,1 MICHELIN Star,Very good cooking in its category,100.555,208.208
2992,Pollen,"18 rue Joseph-Vernet, Avignon, 84000, France",Avignon,35.0,80.0,EUR,Creative,4.8035568,43.9493415,33486349374,https://guide.michelin.com/en/provence-alpes-cote-dazur/avignon/restaurant/pollen1000267,https://www.pollen-restaurant.fr/,1 MICHELIN Star,Very good cooking in its category,41.405,94.64
2993,L'Hysope,"25 rue de l'Aurore, La Jarrie, 17220, France",La Jarrie,53.0,145.0,EUR,Creative,-1.0098755,46.1295087,33546685221,https://guide.michelin.com/en/nouvelle-aquitaine/la-jarrie/restaurant/l-hysope,https://www.lhysope.fr/,1 MICHELIN Star,Very good cooking in its category,62.699000000000005,171.535
2994,Le Jardin de Berne,"Chemin des Imberts, Lorgues, 83510, France",Lorgues,120.0,260.0,EUR,Modern Cuisine,6.3570383,43.5074444,33494604979,https://guide.michelin.com/en/provence-alpes-cote-dazur/lorgues/restaurant/le-jardin-de-berne,https://www.chateauberne.com/,1 MICHELIN Star,Very good cooking in its category,141.96,307.58000000000004
2995,La Table - Hôtel Clarance,"32 rue de la Barre, Lille, 59000, France",Lille,55.0,115.0,EUR,Modern Cuisine,3.0571817,50.638729,33359363559,https://guide.michelin.com/en/hauts-de-france/lille/restaurant/la-table,https://www.clarancehotel.com/,1 MICHELIN Star,Very good cooking in its category,65.065,136.04500000000002
2996,La Table des Merville,"3 place Pierre-Richard, Castanet-Tolosan, 31320, France",Castanet-Tolosan,35.0,110.0,EUR,Modern Cuisine,1.4983052,43.5151273,33562712425,https://guide.michelin.com/en/occitanie/castanet-tolosan/restaurant/la-table-des-merville,http://www.table-des-merville.fr/,1 MICHELIN Star,Very good cooking in its category,41.405,130.13
2997,La Table du Connétable - Auberge du Jeu de Paume,"4 rue du Connétable, Chantilly, 60500, France",Chantilly,105.0,145.0,EUR,Modern Cuisine,2.4797287,49.1945904,33344655000,https://guide.michelin.com/en/hauts-de-france/chantilly/restaurant/la-table-du-connetable,https://www.aubergedujeudepaumechantilly.fr/,1 MICHELIN Star,Very good cooking in its category,124.215,171.535
2998,Le Donjon - Domaine Saint-Clair,"Chemin de Saint-Clair, Etretat, 76790, France",Etretat,35.0,110.0,EUR,Modern Cuisine,0.21289,49.70639,33235270823,https://guide.michelin.com/en/normandie/tretat/restaurant/le-donjon-domaine-saint-clair,https://www.hoteletretat.com/,1 MICHELIN Star,Very good cooking in its category,41.405,130.13
2999,Le Corot,"55 rue de Versailles, Ville-d'Avray, 92410, France",Ville-d'Avray,95.0,150.0,EUR,Creative,2.1830307,48.8220549,33141153700,https://guide.michelin.com/en/ile-de-france/ville-d-avray/restaurant/le-corot,https://www.etangs-corot.com/,1 MICHELIN Star,Very good cooking in its category,112.385,177.45000000000002
3000,Restaurant Pierre Grein,"180 avenue Régis-Ryckebush, Manosque, 04100, France",Manosque,100.0,150.0,EUR,Modern Cuisine,5.7991959,43.8316661,33492724186,https://guide.michelin.com/en/provence-alpes-cote-dazur/manosque/restaurant/le-bistronomique,http://www.restaurantpierregrein.fr,1 MICHELIN Star,Very good cooking in its category,118.30000000000001,177.45000000000002
3001,La Mère Germaine,"3 rue du Commandant- Lemaître, Châteauneuf-du-Pape, 84230, France",Châteauneuf-du-Pape,70.0,130.0,EUR,Modern Cuisine,4.8315131,44.0557551,33490227834,https://guide.michelin.com/en/provence-alpes-cote-dazur/chteauneuf-du-pape/restaurant/la-mere-germaine-2058,https://www.lameregermaine-chateauneufdupape.fr/,1 MICHELIN Star,Very good cooking in its category,82.81,153.79000000000002
3002,La Table de Castigno,"Carriera de la Teuliera, Assignan, 34360, France",Assignan,55.0,110.0,EUR,Modern Cuisine,2.8876408,43.3983603,33467243495,https://guide.michelin.com/en/occitanie/assignan/restaurant/la-table-de-castigno,https://villagecastigno.com/,1 MICHELIN Star,Very good cooking in its category,65.065,130.13
3003,La Table de la Ferme,"Vallée de l'Ortolo, domaine de Murtoli, Murtoli, 20100, France",Murtoli,305.0,305.0,EUR,"Corsican, Modern Cuisine",8.9469027,41.5229756,33495716924,https://guide.michelin.com/en/corse/murtoli/restaurant/la-table-de-la-ferme,https://www.murtoli.com/,1 MICHELIN Star,Very good cooking in its category,360.815,360.815
3004,Le Prince Noir - Vivien Durand,"1 rue du Prince-Noir, Lormont, 33310, France",Lormont,60.0,125.0,EUR,Modern Cuisine,-0.5288223,44.8780815,33556061252,https://guide.michelin.com/en/nouvelle-aquitaine/lormont/restaurant/le-prince-noir-vivien-durand,https://www.leprincenoir-restaurant.fr/,1 MICHELIN Star,Very good cooking in its category,70.98,147.875
3005,Buerehiesel,"4 parc de l'Orangerie, Strasbourg, 67000, France",Strasbourg,46.0,119.0,EUR,Modern Cuisine,7.7753396,48.59115,33388455665,https://guide.michelin.com/en/grand-est/strasbourg/restaurant/buerehiesel,https://www.buerehiesel.fr/,1 MICHELIN Star,Very good cooking in its category,54.418,140.77700000000002
3006,Villa de l'Étang Blanc,"2265 route de l'Étang-Blanc, Seignosse, 40510, France",Seignosse,40.0,85.0,EUR,Modern Cuisine,-1.3616463,43.7016289,33558728015,https://guide.michelin.com/en/nouvelle-aquitaine/seignosse/restaurant/villa-de-l-etang-blanc,https://www.villaetangblanc.fr/,1 MICHELIN Star,Very good cooking in its category,47.32,100.555
3007,Le Gindreau,"146 rue du Gindreau, le Bourg, Saint-Médard, 46150, France",Saint-Médard,75.0,159.0,EUR,Creative,1.2913203,44.5383407,33565362227,https://guide.michelin.com/en/occitanie/saint-mdard/restaurant/le-gindreau,http://www.legindreau.com/,1 MICHELIN Star,Very good cooking in its category,88.72500000000001,188.097
3008,Auberge au Bœuf,"1 rue de l'Église, Sessenheim, 67770, France",Sessenheim,38.0,102.0,EUR,Modern Cuisine,7.9858523,48.7993778,33388869714,https://guide.michelin.com/en/grand-est/sessenheim/restaurant/auberge-au-b%C5%93uf,https://www.auberge-au-boeuf.fr/,1 MICHELIN Star,Very good cooking in its category,44.954,120.66600000000001
3009,Fleur de Pavé,"5 rue Paul-Lelong, Paris, 75002, France",Paris,45.0,110.0,EUR,"Creative, Modern Cuisine",2.34333,48.8677,33140263887,https://guide.michelin.com/en/ile-de-france/paris/restaurant/fleur-de-pave,http://www.fleurdepave.com/,1 MICHELIN Star,Very good cooking in its category,53.235,130.13
3010,Auberge de Montfleury,"200 route des Cépages, Villeneuve-de-Berg, 07170, France",Villeneuve-de-Berg,30.0,98.0,EUR,Modern Cuisine,4.4711772,44.5636155,33475947413,https://guide.michelin.com/en/auvergne-rhone-alpes/villeneuve-de-berg/restaurant/auberge-de-montfleury,https://www.auberge-de-montfleury.fr/,1 MICHELIN Star,Very good cooking in its category,35.49,115.93400000000001
3011,Pierre Reboul,"Château de la Pioline, 260 rue Guillaume-du-Vair, Aix-en-Provence, 13290, France",Aix-en-Provence,89.0,159.0,EUR,Creative,5.4047211,43.5084768,33442522727,https://guide.michelin.com/en/provence-alpes-cote-dazur/aix-en-provence/restaurant/pierre-reboul,https://www.chateaudelapioline.com/,1 MICHELIN Star,Very good cooking in its category,105.287,188.097
3012,La Bonne Étape,"Chemin du Lac, Château-Arnoux, 04160, France",Château-Arnoux,88.0,135.0,EUR,Provençal,6.010534,44.0935978,33492640009,https://guide.michelin.com/en/provence-alpes-cote-dazur/chteau-arnoux/restaurant/la-bonne-etape,https://www.bonneetape.com/,1 MICHELIN Star,Very good cooking in its category,104.104,159.705
3013,Le George,"Four Seasons George V, 31 avenue George-V, Paris, 75008, France",Paris,70.0,135.0,EUR,Italian,2.30105,48.86858,33149527209,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-george,https://www.legeorge.com/,1 MICHELIN Star,Very good cooking in its category,82.81,159.705
3014,Alliance,"5 rue de Poissy, Paris, 75005, France",Paris,59.0,195.0,EUR,Modern Cuisine,2.3532787,48.8500098,33175515754,https://guide.michelin.com/en/ile-de-france/paris/restaurant/alliance,https://www.restaurant-alliance.fr/,1 MICHELIN Star,Very good cooking in its category,69.797,230.685
3015,Nomicos,"16 avenue Bugeaud, Paris, 75116, France",Paris,55.0,162.0,EUR,Modern Cuisine,2.2829104,48.8702241,33156281616,https://guide.michelin.com/en/ile-de-france/paris/restaurant/nomicos,https://www.nomicos.fr/,1 MICHELIN Star,Very good cooking in its category,65.065,191.64600000000002
3016,Roscanvec,"19 rue des Halles, Vannes, 56000, France",Vannes,38.0,110.0,EUR,Modern Cuisine,-2.7579707,47.6572181,33297471596,https://guide.michelin.com/en/bretagne/vannes/restaurant/roscanvec,http://www.roscanvec.com,1 MICHELIN Star,Very good cooking in its category,44.954,130.13
3017,Château d'Adoménil,"7 route Mathieu-de-la-Haye - Adoménil-Rehainviller, Lunéville, 54300, France",Lunéville,75.0,160.0,EUR,Traditional Cuisine,6.4630197,48.5647471,33383740481,https://guide.michelin.com/en/grand-est/lunville/restaurant/chateau-d-adomenil,http://www.adomenil.com/,1 MICHELIN Star,Very good cooking in its category,88.72500000000001,189.28
3018,Table - Bruno Verjus,"3 rue de Prague, Paris, 75012, France",Paris,180.0,400.0,EUR,Modern Cuisine,2.3759654,48.8486151,33143431226,https://guide.michelin.com/en/ile-de-france/paris/restaurant/table-bruno-verjus,https://www.table.paris/,1 MICHELIN Star,Very good cooking in its category,212.94,473.20000000000005
3019,Aspic,"24 rue de la Tour-d'Auvergne, Paris, 75009, France",Paris,95.0,95.0,EUR,Modern Cuisine,2.3436245,48.8791753,33982493098,https://guide.michelin.com/en/ile-de-france/paris/restaurant/aspic,https://www.aspic-restaurant.fr/,1 MICHELIN Star,Very good cooking in its category,112.385,112.385
3020,L'Aquarelle,"71 A route du Montil, Breuillet, 17920, France",Breuillet,56.0,130.0,EUR,Creative,-1.0397569,45.6858748,33546221138,https://guide.michelin.com/en/nouvelle-aquitaine/breuillet/restaurant/l-aquarelle,https://www.laquarelle.net/,1 MICHELIN Star,Very good cooking in its category,66.248,153.79000000000002
3021,Les Trois Soleils de Montal,"Les Prés-de-Montal, Saint-Jean-Lespinasse, Saint-Céré, 46400, France",Saint-Céré,38.0,98.0,EUR,Modern Cuisine,1.8642524,44.8626981,33565101616,https://guide.michelin.com/en/occitanie/saint-cr/restaurant/les-trois-soleils-de-montal,http://www.3soleils.fr,1 MICHELIN Star,Very good cooking in its category,44.954,115.93400000000001
3022,Auberge Le Prieuré,"4 Grand'Rue, Moirax, 47310, France",Moirax,33.0,89.0,EUR,Creative,0.6089812,44.1408186,33553475955,https://guide.michelin.com/en/nouvelle-aquitaine/moirax/restaurant/auberge-le-prieure,https://www.aubergeleprieure.fr/,1 MICHELIN Star,Very good cooking in its category,39.039,105.287
3023,La Source,"8 allée de La Charpinière, Saint-Galmier, 42330, France",Saint-Galmier,59.0,90.0,EUR,Modern Cuisine,4.3105689,45.588937,33477527500,https://guide.michelin.com/en/auvergne-rhone-alpes/saint-galmier/restaurant/la-source,https://www.lacharpiniere.com/,1 MICHELIN Star,Very good cooking in its category,69.797,106.47
3024,Récif - Les Roches Rouges,"90 boulevard de la 36ème-Division-du-Texas, Saint-Raphaël, 83700, France",Saint-Raphaël,128.0,152.0,EUR,Provençal,6.8375024,43.4167856,33489814060,https://guide.michelin.com/en/provence-alpes-cote-dazur/saint-raphal/restaurant/la-terrasse,https://www.beaumier.com/fr/proprietes/hotel-les-roches-rouges/restaurants/,1 MICHELIN Star,Very good cooking in its category,151.424,179.816
3025,Le Pousse-Pied,"84 boulevard des Vendéens, La Tranche-sur-Mer, 85360, France",La Tranche-sur-Mer,35.0,75.0,EUR,Seafood,-1.4044731,46.3480978,33251562395,https://guide.michelin.com/en/pays-de-la-loire/la-tranche-sur-mer/restaurant/le-pousse-pied,https://www.lepoussepied.fr/,1 MICHELIN Star,Very good cooking in its category,41.405,88.72500000000001
3026,Roza,"3 place de la Monnaie, Nantes, 44000, France",Nantes,30.0,75.0,EUR,"Modern Cuisine, Creative",-1.56527,47.21321,33240540187,https://guide.michelin.com/en/pays-de-la-loire/nantes/restaurant/roza,https://www.restaurantroza.com/,1 MICHELIN Star,Very good cooking in its category,35.49,88.72500000000001
3027,Origines,"Rue du Clos-de-la-Chaux, Le Broc, 63500, France",Le Broc,36.0,130.0,EUR,Modern Cuisine,3.2440696,45.501934,33473717171,https://guide.michelin.com/en/auvergne-rhone-alpes/le-broc/restaurant/origines,https://www.restaurant-origines.fr/,1 MICHELIN Star,Very good cooking in its category,42.588,153.79000000000002
3028,Les Clefs d'Argent,"333 avenue des Martyrs-de-la-Résistance, Mont-de-Marsan, 40000, France",Mont-de-Marsan,26.0,88.0,EUR,Creative,-0.5127259,43.8871612,33558061645,https://guide.michelin.com/en/nouvelle-aquitaine/mont-de-marsan/restaurant/les-clefs-d-argent,https://www.clefs-dargent.com/,1 MICHELIN Star,Very good cooking in its category,30.758000000000003,104.104
3029,La Promenade,"11 rue du Savoureulx, Le Petit-Pressigny, 37350, France",Le Petit-Pressigny,55.0,125.0,EUR,Modern Cuisine,0.9188379,46.920786,33247949352,https://guide.michelin.com/en/centre-val-de-loire/le-petit-pressigny/restaurant/la-promenade,https://www.restaurantdallaislapromenade.com/,1 MICHELIN Star,Very good cooking in its category,65.065,147.875
3030,Le Jules Verne,"Tour Eiffel - avenue Gustave-Eiffel, Paris, 75007, France",Paris,135.0,245.0,EUR,Modern Cuisine,2.2945324,48.858232,33172761661,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-jules-verne,https://www.restaurants-toureiffel.com/fr/restaurant-jules-verne.html,1 MICHELIN Star,Very good cooking in its category,159.705,289.83500000000004
3031,Lamartine,"Route du Tunnel du Chat, Le Bourget-du-Lac, 73370, France",Le Bourget-du-Lac,75.0,120.0,EUR,Modern Cuisine,5.8526536,45.6762739,33479250103,https://guide.michelin.com/en/auvergne-rhone-alpes/le-bourget-du-lac/restaurant/lamartine,https://www.lamartine-marin.com/,1 MICHELIN Star,Very good cooking in its category,88.72500000000001,141.96
3032,Auguste,"54 rue de Bourgogne, Paris, 75007, France",Paris,39.0,120.0,EUR,Modern Cuisine,2.317003,48.8561689,33145516109,https://guide.michelin.com/en/ile-de-france/paris/restaurant/auguste,https://www.restaurantauguste.fr/,1 MICHELIN Star,Very good cooking in its category,46.137,141.96
3033,Apicius,"Place du Marché-Saint-Pierre (à l'étage), Clermont-Ferrand, 63000, France",Clermont-Ferrand,79.0,145.0,EUR,Creative,3.0827699,45.7793794,33473911361,https://guide.michelin.com/en/auvergne-rhone-alpes/clermont-ferrand/restaurant/apicius205570,https://www.apicius-clermont.com/,1 MICHELIN Star,Very good cooking in its category,93.45700000000001,171.535
3034,Le Lièvre Gourmand,"28 quai du Châtelet, Orléans, 45000, France",Orléans,47.0,88.0,EUR,"Fusion, Creative",1.9104472,47.8980213,33238536614,https://guide.michelin.com/en/centre-val-de-loire/orleans/restaurant/le-lievre-gourmand,http://www.lelievregourmand.com/,1 MICHELIN Star,Very good cooking in its category,55.601,104.104
3035,Château de Massillan,"730 chemin de Massillan, Uchaux, 84100, France",Uchaux,75.0,115.0,EUR,Modern Cuisine,4.79443,44.23381,33490406451,https://guide.michelin.com/en/provence-alpes-cote-dazur/uchaux/restaurant/chateau-de-massillan,https://www.chateaudemassillan.fr/,1 MICHELIN Star,Very good cooking in its category,88.72500000000001,136.04500000000002
3036,La Signoria,"Route de la Forêt-de-Bonifato, Calvi, 20260, France",Calvi,122.0,195.0,EUR,Modern Cuisine,8.7846305,42.536832,33495659300,https://guide.michelin.com/en/corse/calvi/restaurant/la-signoria,https://www.hotel-la-signoria.com/,1 MICHELIN Star,Very good cooking in its category,144.326,230.685
3037,L'Aparté,"21 rue de l'Europe, Montrabé, 31850, France",Montrabé,32.0,105.0,EUR,Modern Cuisine,1.5104515,43.6449042,33534264344,https://guide.michelin.com/en/occitanie/montrab/restaurant/l-aparte,https://www.restaurant-laparte.fr/,1 MICHELIN Star,Very good cooking in its category,37.856,124.215
3038,Numéro 3,"3 rue du Général-de-Gaulle, Le Tremblay-sur-Mauldre, 78490, France",Le Tremblay-sur-Mauldre,55.0,70.0,EUR,Modern Cuisine,1.8770687,48.777504,33134878096,https://guide.michelin.com/en/ile-de-france/le-tremblay-sur-mauldre/restaurant/numero-3,https://www.restaurant-numero3.fr/,1 MICHELIN Star,Very good cooking in its category,65.065,82.81
3039,Frédéric Doucet,"2 avenue de la Libération, Charolles, 71120, France",Charolles,98.0,130.0,EUR,Modern Cuisine,4.2751453,46.4334903,33385241132,https://guide.michelin.com/en/bourgogne-franche-comte/charolles/restaurant/frederic-doucet,https://www.maison-doucet.com/,1 MICHELIN Star,Very good cooking in its category,115.93400000000001,153.79000000000002
3040,1131 - Abbaye de la Bussière,"Route Départementale 33, La Bussière-sur-Ouche, 21360, France",La Bussière-sur-Ouche,98.0,135.0,EUR,Modern Cuisine,4.7241758,47.2157221,33380490229,https://guide.michelin.com/en/bourgogne-franche-comte/la-bussire-sur-ouche/restaurant/1131,https://www.abbayedelabussiere.fr/,1 MICHELIN Star,Very good cooking in its category,115.93400000000001,159.705
3041,L'Allée des Vignes,"32 boulevard du Tour-de-Ville, Cajarc, 46160, France",Cajarc,59.0,107.0,EUR,Creative,1.8436405,44.4848484,33565116187,https://guide.michelin.com/en/occitanie/cajarc/restaurant/l-allee-des-vignes,https://www.alleedesvignes.com/,1 MICHELIN Star,Very good cooking in its category,69.797,126.581
3042,ERH,"11 rue Tiquetonne, Paris, 75002, France",Paris,80.0,140.0,EUR,Modern Cuisine,2.3494971,48.8644218,33145084937,https://guide.michelin.com/en/ile-de-france/paris/restaurant/erh,https://www.restaurant-erh.com/,1 MICHELIN Star,Very good cooking in its category,94.64,165.62
3043,La Vieille Tour,"7 rue Nationale, Cellettes, 41120, France",Cellettes,49.0,79.0,EUR,"Modern Cuisine, Creative",1.3830315,47.5257537,33254746715,https://guide.michelin.com/en/centre-val-de-loire/cellettes/restaurant/la-vieille-tour70104,https://www.restaurant-la-vieille-tour-blois.com/,1 MICHELIN Star,Very good cooking in its category,57.967000000000006,93.45700000000001
3044,Nature,"20 place de Saint-Vaast, Armentières, 59280, France",Armentières,28.0,72.0,EUR,Modern Cuisine,2.8835219,50.686583,33320879305,https://guide.michelin.com/en/hauts-de-france/armentires/restaurant/nature,https://www.restaurant-nature.com/,1 MICHELIN Star,Very good cooking in its category,33.124,85.176
3045,Lalique,"Lieu-dit Peyraguey, Bommes, 33210, France",Bommes,95.0,165.0,EUR,Modern Cuisine,-0.3374123,44.5493811,33524228011,https://guide.michelin.com/en/nouvelle-aquitaine/bommes/restaurant/lalique,https://www.lafauriepeyragueylalique.com/,1 MICHELIN Star,Very good cooking in its category,112.385,195.19500000000002
3046,Le Restaurant des Rois - La Réserve de Beaulieu,"5 boulevard du Maréchal-Leclerc, Beaulieu-sur-Mer, 06310, France",Beaulieu-sur-Mer,220.0,280.0,EUR,Modern Cuisine,7.3350726,43.7059919,33493010001,https://guide.michelin.com/en/provence-alpes-cote-dazur/beaulieu-sur-mer/restaurant/restaurant-des-rois,https://www.reservebeaulieu.fr,1 MICHELIN Star,Very good cooking in its category,260.26,331.24
3047,Le Carmin,"4B place Carnot, Beaune, 21200, France",Beaune,38.0,128.0,EUR,Modern Cuisine,4.8377091,47.0225391,33380242242,https://guide.michelin.com/en/bourgogne-franche-comte/beaune/restaurant/le-carmin,https://www.restaurant-lecarmin.com/,1 MICHELIN Star,Very good cooking in its category,44.954,151.424
3048,Moulin de Rosmadec,"Venelle de Rosmadec, Pont-Aven, 29930, France",Pont-Aven,47.0,117.0,EUR,Modern Cuisine,-3.7479562,47.8549886,33298060022,https://guide.michelin.com/en/bretagne/pont-aven/restaurant/moulin-de-rosmadec,https://www.rosmadec.com/,1 MICHELIN Star,Very good cooking in its category,55.601,138.411
3049,L'Évidence,"1 place des Marronniers, Montbazon, 37250, France",Montbazon,39.0,120.0,EUR,"Creative, Modern Cuisine",0.7133543,47.2873108,33247386736,https://guide.michelin.com/en/centre-val-de-loire/montbazon/restaurant/l-evidence,http://www.restaurant-levidence.com/,1 MICHELIN Star,Very good cooking in its category,46.137,141.96
3050,Ô Flaveurs,"Château de Chilly, Douvaine, 74140, France",Douvaine,53.0,145.0,EUR,Modern Cuisine,6.3136031,46.3010727,33450354655,https://guide.michelin.com/en/auvergne-rhone-alpes/douvaine/restaurant/o-flaveurs,https://www.oflaveurs.com/,1 MICHELIN Star,Very good cooking in its category,62.699000000000005,171.535
3051,Le Pressoir,"7 rue de l'Hôpital, Saint-Avé, 56890, France",Saint-Avé,36.0,110.0,EUR,Creative,-2.7508368,47.6966578,33297608763,https://guide.michelin.com/en/bretagne/saint-av/restaurant/le-pressoir,http://www.le-pressoir.fr,1 MICHELIN Star,Very good cooking in its category,42.588,130.13
3052,Radio,"43 avenue Pierre-et-Marie-Curie, Chamalières, 63400, France",Chamalières,35.0,110.0,EUR,Modern Cuisine,3.0620044,45.7700755,33473308783,https://guide.michelin.com/en/auvergne-rhone-alpes/chamalires/restaurant/radio10778,https://www.hotel-radio.fr/,1 MICHELIN Star,Very good cooking in its category,41.405,130.13
3053,Claude Darroze,"95 cours du Général-Leclerc, Langon, 33210, France",Langon,39.0,129.0,EUR,Classic Cuisine,-0.24663,44.55305,33556630048,https://guide.michelin.com/en/nouvelle-aquitaine/langon/restaurant/claude-darroze,https://www.darroze.com/,1 MICHELIN Star,Very good cooking in its category,46.137,152.607
3054,La Chapelle Saint-Martin,"Saint-Martin-du-Fault, 87510, France",Saint-Martin-du-Fault,75.0,234.0,EUR,Modern Cuisine,1.1789789,45.8923765,33555758017,https://guide.michelin.com/en/nouvelle-aquitaine/saint-martin-du-fault/restaurant/chapelle-saint-martin,https://www.chapellesaintmartin.com/,1 MICHELIN Star,Very good cooking in its category,88.72500000000001,276.822
3055,Les Foudres,"Chais Monnet, 50 avenue Paul-Firino-Martell, Cognac, 16100, France",Cognac,130.0,135.0,EUR,Modern Cuisine,-0.3319909,45.6901292,33517223223,https://guide.michelin.com/en/nouvelle-aquitaine/cognac/restaurant/les-foudres,https://www.chaismonnethotel.com/,1 MICHELIN Star,Very good cooking in its category,153.79000000000002,159.705
3056,ES,"91 rue de Grenelle, Paris, 75007, France",Paris,95.0,180.0,EUR,"Modern Cuisine, Creative",2.3211774,48.856449,33145512574,https://guide.michelin.com/en/ile-de-france/paris/restaurant/es,https://www.es-restaurant.fr/,1 MICHELIN Star,Very good cooking in its category,112.385,212.94
3057,Le 7ème Continent,"35 avenue du Général-de-Gaulle, Rixheim, 68170, France",Rixheim,38.0,115.0,EUR,Modern Cuisine,7.4034533,47.7479256,33389642485,https://guide.michelin.com/en/grand-est/rixheim/restaurant/le-7eme-continent,https://www.le7emecontinent.com/,1 MICHELIN Star,Very good cooking in its category,44.954,136.04500000000002
3058,Auberge des Saints Pères,"212 avenue Nonneville, Aulnay-sous-Bois, 93600, France",Aulnay-sous-Bois,46.0,90.0,EUR,Creative,2.48955,48.92,33148666211,https://guide.michelin.com/en/ile-de-france/aulnay-sous-bois/restaurant/auberge-des-saints-peres,https://www.auberge-des-saints-peres.fr/,1 MICHELIN Star,Very good cooking in its category,54.418,106.47
3059,La Table du 11,"8 rue de la Chancellerie, Versailles, 78000, France",Versailles,44.0,105.0,EUR,Modern Cuisine,2.1233414,48.8028642,33983347600,https://guide.michelin.com/en/ile-de-france/versailles/restaurant/la-table-du-11,https://www.latabledu11.com/,1 MICHELIN Star,Very good cooking in its category,52.052,124.215
3060,Frédéric Simonin,"25 rue Bayen, Paris, 75017, France",Paris,60.0,162.0,EUR,Modern Cuisine,2.2943549,48.8799546,33145747474,https://guide.michelin.com/en/ile-de-france/paris/restaurant/frederic-simonin,https://www.fredericsimonin.com/,1 MICHELIN Star,Very good cooking in its category,70.98,191.64600000000002
3061,Auberge de la Mine,"le Gué-Plat, La Ferrière-aux-Étangs, 61450, France",La Ferrière-aux-Étangs,45.0,81.0,EUR,Modern Cuisine,-0.5222974,48.6471975,33233669110,https://guide.michelin.com/en/normandie/la-ferrire-aux-tangs/restaurant/auberge-de-la-mine,https://www.aubergedelamine.com/,1 MICHELIN Star,Very good cooking in its category,53.235,95.82300000000001
3063,Alchémille,"53 route de Lapoutroie, Kaysersberg, 68240, France",Kaysersberg,80.0,140.0,EUR,"Modern Cuisine, Creative",7.2497298,48.148764,33389276641,https://guide.michelin.com/en/grand-est/kaysersberg/restaurant/l-alchemille,https://www.alchemille.alsace/,1 MICHELIN Star,Very good cooking in its category,94.64,165.62
3064,Le Art,"Château de la Gaude, 3959 route des Pinchinats, Aix-en-Provence, 13100, France",Aix-en-Provence,97.0,185.0,EUR,Modern Cuisine,5.478535,43.568911,33484930930,https://guide.michelin.com/en/provence-alpes-cote-dazur/aix-en-provence/restaurant/le-art,https://www.chateaudelagaude.com/,1 MICHELIN Star,Very good cooking in its category,114.751,218.85500000000002
3065,Le Farçon,"Immeuble Kalinka, La Tania, Courchevel, 73125, France",Courchevel,48.0,95.0,EUR,Modern Cuisine,6.5938711,45.4315173,33479088034,https://guide.michelin.com/en/auvergne-rhone-alpes/courchevel/restaurant/le-farcon,https://www.lefarcon.fr/,1 MICHELIN Star,Very good cooking in its category,56.784000000000006,112.385
3066,Quai des Saveurs,"69 rue de la Gare, Hagondange, 57300, France",Hagondange,75.0,125.0,EUR,Modern Cuisine,6.1646539,49.2534752,33387712498,https://guide.michelin.com/en/grand-est/hagondange/restaurant/quai-des-saveurs,https://www.quaidessaveurs.com/,1 MICHELIN Star,Very good cooking in its category,88.72500000000001,147.875
3067,Le Fantin Latour - Stéphane Froidevaux,"1 rue Général-de-Beylie, Grenoble, 38000, France",Grenoble,83.0,120.0,EUR,Creative,5.7323825,45.1898486,33476243818,https://guide.michelin.com/en/auvergne-rhone-alpes/grenoble/restaurant/le-fantin-latour-stephane-froidevaux,https://www.fantin-latour.fr/,1 MICHELIN Star,Very good cooking in its category,98.18900000000001,141.96
3068,Maximilien,"19A route d'Ostheim, Zellenberg, 68340, France",Zellenberg,38.0,120.0,EUR,Modern Cuisine,7.3189306,48.1696477,33389479969,https://guide.michelin.com/en/grand-est/zellenberg/restaurant/maximilien,https://www.le-maximilien.com/,1 MICHELIN Star,Very good cooking in its category,44.954,141.96
3069,Le Chiquito,"3 rue de l'Oise, Méry-sur-Oise, 95540, France",Méry-sur-Oise,70.0,107.0,EUR,Classic Cuisine,2.1645731,49.0598502,33130364023,https://guide.michelin.com/en/ile-de-france/mry-sur-oise/restaurant/le-chiquito,https://www.lechiquito.fr/,1 MICHELIN Star,Very good cooking in its category,82.81,126.581
3070,Manoir de Lan-Kerellec,"11 allée centrale de Lan-Kerellec, Trébeurden, 22560, France",Trébeurden,34.0,120.0,EUR,"Seafood, Modern Cuisine",-3.5847022,48.7766651,33296150000,https://guide.michelin.com/en/bretagne/trbeurden/restaurant/manoir-de-lan-kerellec,https://www.lankerellec.com/,1 MICHELIN Star,Very good cooking in its category,40.222,141.96
3071,La Licorne Royale,"27 place Issac-Benserade, Lyons-la-Forêt, 27480, France",Lyons-la-Forêt,69.0,189.0,EUR,Modern Cuisine,1.4766068,49.3985891,33232482424,https://guide.michelin.com/en/normandie/lyons-la-fort/restaurant/la-licorne-royale,https://www.hotel-licorne.com/,1 MICHELIN Star,Very good cooking in its category,81.62700000000001,223.58700000000002
